Domain Code,Domain,Area Code,Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1975","1975","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1976","1976","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1977","1977","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1978","1978","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1979","1979","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1980","1980","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1981","1981","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1982","1982","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1983","1983","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1984","1984","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1985","1985","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1986","1986","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1987","1987","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1988","1988","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1989","1989","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1990","1990","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1991","1991","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1992","1992","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1993","1993","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1994","1994","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1995","1995","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1996","1996","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1997","1997","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1998","1998","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","1999","1999","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2000","2000","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2001","2001","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2002","2002","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2003","2003","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2004","2004","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2005","2005","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2006","2006","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2007","2007","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2008","2008","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2009","2009","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2010","2010","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2011","2011","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2012","2012","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2013","2013","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2014","2014","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2015","2015","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2016","2016","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2017","2017","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2018","2018","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7017","Mar–Apr–May","2019","2019","°C","0.78","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1961","1961","°C","0.194","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1962","1962","°C","-0.186","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1963","1963","°C","0.222","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1964","1964","°C","0.278","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1965","1965","°C","-0.073","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1966","1966","°C","0.422","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1967","1967","°C","-0.504","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1968","1968","°C","-0.625","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1969","1969","°C","-0.438","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1970","1970","°C","0.524","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1971","1971","°C","0.043","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1972","1972","°C","-0.485","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1973","1973","°C","0.285","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1974","1974","°C","-0.288","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1975","1975","°C","0.519","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1976","1976","°C","0","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1977","1977","°C","0.797","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1978","1978","°C","-0.209","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1979","1979","°C","0.046","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1980","1980","°C","0.711","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1981","1981","°C","0.026","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1982","1982","°C","-0.174","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1983","1983","°C","0.959","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1984","1984","°C","0.432","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1985","1985","°C","0.253","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1986","1986","°C","-0.016","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1987","1987","°C","0.397","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1988","1988","°C","0.566","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1989","1989","°C","0.852","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1990","1990","°C","0.878","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1991","1991","°C","0.503","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1992","1992","°C","-0.272","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1993","1993","°C","0.021","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1994","1994","°C","0.884","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1995","1995","°C","0.976","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1996","1996","°C","0.564","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1997","1997","°C","1.255","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1998","1998","°C","1.621","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","1999","1999","°C","1.422","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2000","2000","°C","1.059","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2001","2001","°C","1.422","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2002","2002","°C","1.324","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2003","2003","°C","1.214","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2004","2004","°C","0.99","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2005","2005","°C","1.276","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2006","2006","°C","1.751","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2007","2007","°C","1.277","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2008","2008","°C","1.598","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2009","2009","°C","1.098","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2010","2010","°C","1.84","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2011","2011","°C","2.019","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2012","2012","°C","1.543","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2013","2013","°C","1.583","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2014","2014","°C","1.729","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2015","2015","°C","1.94","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2016","2016","°C","1.488","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2017","2017","°C","1.799","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2018","2018","°C","2.292","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7018","Jun–Jul–Aug","2019","2019","°C","2.186","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1961","1961","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1962","1962","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1963","1963","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1964","1964","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1965","1965","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1966","1966","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1967","1967","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1968","1968","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1969","1969","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1970","1970","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1971","1971","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1972","1972","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1973","1973","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1974","1974","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1975","1975","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1976","1976","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1977","1977","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1978","1978","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1979","1979","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1980","1980","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1981","1981","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1982","1982","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1983","1983","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1984","1984","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1985","1985","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1986","1986","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1987","1987","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1988","1988","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1989","1989","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1990","1990","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1991","1991","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1992","1992","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1993","1993","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1994","1994","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1995","1995","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1996","1996","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1997","1997","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1998","1998","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","1999","1999","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2000","2000","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2001","2001","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2002","2002","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2003","2003","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2004","2004","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2005","2005","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2006","2006","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2007","2007","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2008","2008","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2009","2009","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2010","2010","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2011","2011","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2012","2012","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2013","2013","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2014","2014","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2015","2015","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2016","2016","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2017","2017","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2018","2018","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","6078","Standard Deviation","7018","Jun–Jul–Aug","2019","2019","°C","0.396","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1961","1961","°C","-0.231","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1962","1962","°C","-0.749","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1963","1963","°C","0.517","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1964","1964","°C","-0.923","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1965","1965","°C","0.492","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1966","1966","°C","-0.003","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1967","1967","°C","0.293","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1968","1968","°C","0.55","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1969","1969","°C","-0.468","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1970","1970","°C","0.616","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1971","1971","°C","-0.198","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1972","1972","°C","0.644","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1973","1973","°C","-0.084","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1974","1974","°C","-0.195","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1975","1975","°C","-0.598","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1976","1976","°C","-0.184","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1977","1977","°C","0.003","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1978","1978","°C","-0.266","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1979","1979","°C","0.909","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1980","1980","°C","0.571","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1981","1981","°C","0.17","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1982","1982","°C","-0.829","Fc","Calculated data"
"ET","Temperature change","102","Iran (Islamic Republic of)","7271","Temperature change","7019","Sep–Oct–Nov","1983","1983","°C","0.59","Fc","Calculated data"
